Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sentiment_score_mean,positive_count,neutral_count,negative_count
2025-04-15,181.41000366210935,182.3500061035156,177.92999267578125,179.58999633789062,43642000,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,51875300,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-17,176.0,176.2100067138672,172.0,172.61000061035156,44726500,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,48126100,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-22,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,56607200,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,183.4499969482422,187.3800048828125,180.19000244140625,180.6000061035156,63470100,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,180.9199981689453,186.7400054931641,180.17999267578125,186.5399932861328,43763200,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,187.6199951171875,189.94000244140625,185.4900054931641,188.9900054931641,36414300,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,190.1100006103516,190.22000122070312,184.88999938964844,187.6999969482422,33224700,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,183.9900054931641,188.0200042724609,183.67999267578125,187.38999938964844,41667300,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,190.6300048828125,191.80999755859372,187.5,190.1999969482422,74266000,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,191.44000244140625,192.8800048828125,186.3999938964844,189.97999572753903,77903500,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,186.50999450683597,188.17999267578125,185.52999877929688,186.3500061035156,35217500,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,184.57000732421875,187.92999267578125,183.8500061035156,185.00999450683597,29314100,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,185.55999755859372,190.9900054931641,185.00999450683597,188.7100067138672,43948600,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,191.42999267578125,194.3300018310547,188.82000732421875,192.0800018310547,41043600,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,193.3800048828125,194.69000244140625,191.16000366210935,193.05999755859372,29663100,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,210.7100067138672,211.66000366210935,205.75,208.63999938964844,75205000,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,211.0800018310547,214.83999633789065,210.1000061035156,211.3699951171875,56193700,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,211.4499969482422,211.92999267578125,208.8500061035156,210.25,38492100,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,64347300,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,206.8500061035156,206.8500061035156,204.3699951171875,205.58999633789065,43318500,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,201.6499938964844,206.6199951171875,201.25999450683597,206.16000366210935,34314800,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,204.6300048828125,205.58999633789065,202.6499938964844,204.07000732421875,29470400,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,201.6100006103516,203.4600067138672,200.05999755859372,201.1199951171875,42460900,0.0,0.0,0.0,0.0,0.0,0.0
