Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sentiment_score_mean,positive_count,neutral_count,negative_count,Daily_Return,MA_3,MA_7,Volatility_7,Lag_1_Close,Lag_1_Sentiment,Sentiment_MA_3,Sentiment_MA_7,Sentiment_Volatility_3
2025-04-25,205.86608387594285,209.2378355121778,205.69650080604464,208.7689819335937,38222300,0.0,0.0,0.0,0.0,0.0,0.0,0.4367221263343213,206.91020711263016,200.42370169503346,2.583260238719341,207.8612060546875,0.0,0.0,0.0,0.0
2025-04-28,209.48723454234343,210.9835719319316,206.95344326011443,209.6268920898437,38743100,0.0,0.0,0.0,0.0,0.0,0.0,0.4109375580146679,208.75236002604163,202.685309273856,1.7260829435893184,208.7689819335937,0.0,0.0,0.0,0.0
2025-04-29,208.18042396697467,211.7217586344392,207.86119803545407,210.6942749023437,36827600,0.0,0.0,0.0,0.0,0.0,0.0,0.5091821959763321,209.69671630859366,204.71320234026226,1.7367802204981038,209.6268920898437,0.0,0.0,0.0,0.0
2025-04-30,208.78894157113288,213.0584895980106,206.1653585429304,211.9811248779297,52286500,0.0,0.0,0.0,0.0,0.0,0.0,0.6107664653832945,210.76743062337235,207.46931457519528,1.197831584867937,210.6942749023437,0.0,0.0,0.0,0.0
2025-05-01,208.5694808389541,214.0360957896086,208.3899124386699,212.79913330078125,57365700,0.0,0.0,0.0,0.0,0.0,0.0,0.38588738658813515,211.82484436035156,209.40457807268413,0.8344802971313415,211.9811248779297,0.0,0.0,0.0,0.0
2025-05-02,205.58677037884885,206.4845819118293,201.66637387157863,204.8485870361328,101010600,0.0,0.0,0.0,0.0,0.0,0.0,-3.7361741757710676,209.87628173828125,209.51145717075892,1.7542706305509566,212.79913330078125,0.0,0.0,0.0,0.0
2025-05-05,202.6040848015313,203.60164304236292,197.72602561272544,198.40435791015625,69018500,0.0,0.0,0.0,0.0,0.0,0.0,-3.1458499271170837,205.35069274902344,208.16047886439733,1.917747100271588,204.8485870361328,0.0,0.0,0.0,0.0
2025-05-06,197.72601327833053,200.16004244803628,196.53891661034845,198.0252685546875,51216500,0.0,0.0,0.0,0.0,0.0,0.0,-0.19106906696092496,200.4260711669922,206.62566266741072,1.872775324488651,198.40435791015625,0.0,0.0,0.0,0.0
2025-05-07,198.6836658614824,198.9530108388585,192.77812311451905,195.7707977294922,68536700,0.0,0.0,0.0,0.0,0.0,0.0,-1.1384763377168206,197.40014139811197,204.64622061593192,1.8048720608313693,198.0252685546875,0.0,0.0,0.0,0.0
2025-05-08,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900,0.0,0.0,0.0,0.0,0.0,0.0,0.6318533035958307,196.9346160888672,202.69100734165735,1.8220057529039027,195.7707977294922,0.0,0.0,0.0,0.0
2025-05-09,198.51409591462888,200.0503289543839,197.05765414160047,198.0452423095703,36453900,0.0,0.0,0.0,0.0,0.0,0.0,0.52660880535218,196.94127400716147,200.7001669747489,1.8103042616129075,197.00778198242188,0.0,0.0,0.0,0.0
2025-05-12,210.7308445260501,211.0305074927824,206.5156271207593,210.5510406494141,63775800,0.26,0.0,0.0,0.0,0.0,0.0,6.31461689965549,201.8680216471354,200.37901088169642,3.3080970680738235,198.0452423095703,0.0,0.0,0.0,0.0
2025-05-13,210.19144790738707,213.1580823159532,208.7630762803324,212.6886138916016,51909300,0.0,0.0,0.0,0.0,0.0,0.0,1.0152280585241868,207.09496561686197,201.49901471819197,2.9014405383190227,210.5510406494141,0.0,0.0,0.0,0.0
2025-05-14,212.1891719239389,213.69746987061376,210.34127831689767,212.0892944335937,49325800,0.0,0.0,0.0,0.0,0.0,0.0,-0.28178257737545565,211.77631632486978,203.4540056501116,2.4575579688393825,212.6886138916016,0.0,0.0,0.0,0.0
2025-05-15,210.7108634322801,212.7185946451233,209.30245815432872,211.21029663085932,45029500,0.0,0.0,0.0,0.0,0.0,0.0,-0.4144470399044975,211.9960683186849,205.33758108956474,2.4767109307536135,212.0892944335937,0.0,0.0,0.0,0.0
2025-05-16,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900,0.0,0.0,0.0,0.0,0.0,0.0,-0.08985774907130928,211.44003295898435,207.51611110142298,2.3581768441835007,211.21029663085932,0.0,0.0,0.0,0.0
2025-05-19,207.674310836722,209.2425231134968,204.02843943795537,208.54331970214844,46140500,0.0,0.0,0.0,0.0,0.0,0.0,-1.173908704907789,210.25804138183594,209.16404506138392,2.5117327236308373,211.0205078125,0.0,0.0,0.0,0.0
2025-05-20,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003903,42496600,0.0,0.0,0.0,0.0,0.0,0.0,-0.9196248361484471,208.72977701822916,210.38979666573658,2.599963936565978,208.54331970214844,0.0,0.0,0.0,0.0
2025-05-21,204.93741112479617,206.8052863577864,200.4824756537251,201.86090087890625,59211800,0.0,0.0,0.0,0.0,0.0,0.0,-2.3059121838798213,205.67657470703125,209.1483481270926,1.0284649299397408,206.62550354003903,0.0,0.0,0.0,0.0
2025-05-22,200.4824720941681,202.52015274475195,199.4736073247078,201.13172912597656,46742400,0.0,0.0,0.0,0.0,0.0,0.0,-0.36122485818445016,203.20604451497397,207.49736458914617,0.7676273391589812,201.86090087890625,0.0,0.0,0.0,0.0
2025-05-23,193.4504526925712,197.4758830409797,193.2406992850713,195.04864501953125,78432900,0.0,0.0,0.0,0.0,0.0,0.0,-3.024427887573744,199.3470916748047,205.06298610142295,1.0940883187642723,201.13172912597656,0.0,0.0,0.0,0.0
2025-05-27,198.07520901450675,200.51244545494848,197.20618488735448,199.9830474853516,56288500,0.0,0.0,0.0,0.0,0.0,0.0,2.5298317070217236,198.72114054361978,203.45909336635046,1.7863040696753867,195.04864501953125,0.0,0.0,0.0,0.0
2025-05-28,200.3626002526684,202.50017366149785,199.6733800230216,200.1927947998047,45339700,0.0,0.0,0.0,0.0,0.0,0.0,0.10488254734115632,198.40816243489584,201.9122772216797,1.8000094817793364,199.9830474853516,0.0,0.0,0.0,0.0
2025-05-29,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800,0.0,0.0,0.0,0.0,0.0,0.0,-0.234507522388816,199.96638997395834,200.65227835518974,1.7969155982761504,200.1927947998047,0.0,0.0,0.0,0.0
2025-05-30,199.143981266816,201.73105672211125,196.55692105301176,200.622314453125,70819900,0.0,0.0,0.0,0.0,0.0,0.0,0.4501160816033689,200.17947896321616,199.79467991420202,1.830768911520379,199.72332763671875,0.0,0.0,0.0,0.0
2025-06-02,200.05295557621693,201.9008644592711,199.8931332988897,201.47134399414065,35423300,0.0,0.0,0.0,0.0,0.0,0.0,0.423197959474253,200.60566202799478,199.7390289306641,1.6392881998068933,200.622314453125,0.0,0.0,0.0,0.0
2025-06-03,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003903,46381600,0.0,0.0,0.0,0.0,0.0,0.0,0.7783846649397352,201.71107482910156,200.01157706124442,1.6557966156943824,201.47134399414065,0.0,0.0,0.0,0.0
2025-06-04,202.6799822074808,206.0062091045684,201.8709028727957,202.590087890625,43604000,0.0,0.0,0.0,0.0,0.0,0.0,-0.221374660210516,202.36699930826822,201.08892604282923,0.94925365538909,203.03956604003903,0.0,0.0,0.0,0.0
2025-06-05,203.26931435006065,204.5178973620389,199.92310578136207,200.402572631836,55126100,0.0,0.0,0.0,0.0,0.0,0.0,-1.0797740805413958,202.0107421875,201.14885820661274,0.6139386598342493,202.590087890625,0.0,0.0,0.0,0.0
2025-06-06,202.76987228695745,205.4668084267123,201.82095228760733,203.68882751464844,46607700,0.0,0.0,0.0,0.0,0.0,0.0,1.639826694665092,202.22716267903647,201.6482914515904,0.8666110592879629,200.402572631836,0.0,0.0,0.0,0.0
2025-06-09,204.15830357568728,205.76647909477697,199.79326227022588,201.2216339111328,72862600,0.0,0.0,0.0,0.0,0.0,0.0,-1.2112562253018933,201.77101135253906,201.86233520507812,1.0224119639923102,203.68882751464844,0.0,0.0,0.0,0.0
2025-06-10,200.3726011094186,204.11835001917973,200.34263633745985,202.44024658203125,54672600,0.0,0.0,0.0,0.0,0.0,0.0,0.605607184084711,202.45023600260416,202.12203979492188,1.0326378653564154,201.2216339111328,0.0,0.0,0.0,0.0
2025-06-11,203.26930749599725,204.2681738718989,198.18508130061548,198.55465698242188,60989900,0.0,0.0,0.0,0.0,0.0,0.0,-1.9193760456297837,200.7388458251953,201.7053702218192,1.274398233491557,202.44024658203125,0.0,0.0,0.0,0.0
2025-06-12,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600,0.0,0.0,0.0,0.0,0.0,0.0,0.2112895022762018,199.98969523111978,201.12460109165735,1.2185534520691157,198.55465698242188,0.0,0.0,0.0,0.0
2025-06-13,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300,0.0,0.0,0.0,0.0,0.0,0.0,-1.3805244367089187,197.91871134440103,200.21563066755022,1.2858212966223541,198.97418212890625,0.0,0.0,0.0,0.0
2025-06-16,197.07634287373045,198.46476655376847,196.33717625414863,198.195068359375,43020700,0.0,0.0,0.0,0.0,0.0,0.0,1.0028031208825672,197.7988484700521,199.9002729143415,1.3543173760129203,196.227294921875,0.0,0.0,0.0,0.0
2025-06-17,196.9764419642561,198.1650953641773,194.98870767431248,195.418212890625,38856200,0.0,0.0,0.0,0.0,0.0,0.0,-1.4010719296581597,196.613525390625,198.71875653948103,1.1578952983170112,198.195068359375,0.0,0.0,0.0,0.0
2025-06-18,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700,0.0,0.0,0.0,0.0,0.0,0.0,0.4804743182752258,196.65680948893228,198.0238298688616,1.1816177492170297,195.418212890625,0.0,0.0,0.0,0.0
2025-06-20,198.01527480684123,201.4713439140944,196.6368343380514,200.7721405029297,96813500,0.0,0.0,0.0,0.0,0.0,0.0,2.248450514132916,197.51583353678384,197.78552900041853,1.5169831079287164,196.35714721679688,0.0,0.0,0.0,0.0
2025-06-23,201.40143343464243,202.07067208145293,198.7344620242812,201.2715759277344,55814300,0.0,0.0,0.0,0.0,0.0,0.0,0.2487573343361582,199.46695454915366,198.1736602783203,1.2899151750150766,200.7721405029297,0.0,0.0,0.0,0.0
2025-06-24,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000,0.0,0.0,0.0,0.0,0.0,0.0,-0.5955331300461553,200.70555114746094,198.33062526157923,1.3244737394143338,201.2715759277344,0.0,0.0,0.0,0.0
2025-06-25,201.2216365357081,203.43912119943792,200.3925755811161,201.33151245117188,39525700,0.0,0.0,0.0,0.0,0.0,0.0,0.6290583115593495,200.89200846354166,199.05979919433594,1.1613143795403826,200.07293701171875,0.0,0.0,0.0,0.0
2025-06-26,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100,0.0,0.0,0.0,0.0,0.0,0.0,-0.27783626191049127,200.72552998860678,199.4279523577009,1.1463900347426548,201.33151245117188,0.0,0.0,0.0,0.0
2025-06-27,201.66113009938155,202.98962419564967,199.7732732765776,200.85205078125,73188600,0.0,0.0,0.0,0.0,0.0,0.0,0.039801477495893245,200.98523457845053,200.20421491350447,0.9200340431927567,200.7721405029297,0.0,0.0,0.0,0.0
2025-06-30,201.7809871041056,207.15489297707504,199.0341046248948,204.9374084472656,91912800,0.0,0.0,0.0,0.0,0.0,0.0,2.0340134193924664,202.18719991048178,201.42996651785714,1.1112623482841342,200.85205078125,0.0,0.0,0.0,0.0
2025-07-01,206.4357061767528,209.95171998702364,205.90630823197932,207.5844116210937,78788900,0.0,0.0,0.0,0.0,0.0,0.0,1.2916154224274834,204.45795694986978,202.4031481061663,0.9196210242909536,204.9374084472656,0.0,0.0,0.0,0.0
2025-07-02,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800,0.0,0.0,0.0,0.0,0.0,0.0,2.223077020331621,208.2403310139974,203.9642333984375,1.1177836471757125,207.5844116210937,0.0,0.0,0.0,0.0
2025-07-03,211.90950026104147,214.4066662563,211.56988934364432,213.30792236328125,34955800,0.0,0.0,0.0,0.0,0.0,0.0,0.5225041050401336,211.03050231933594,205.85494559151786,0.9599717205308017,212.1991729736328,0.0,0.0,0.0,0.0
2025-07-07,212.43889126622693,215.9848699115094,208.563300132892,209.7119903564453,50229000,0.0,0.0,0.0,0.0,0.0,0.0,-1.6857939297312052,211.73969523111978,207.05215672084265,1.3834731807134,213.30792236328125,0.0,0.0,0.0,0.0
2025-07-08,209.8618364392892,211.1903153368944,208.213697736729,209.7719268798828,42848900,0.0,0.0,0.0,0.0,0.0,0.0,0.02858039892503772,210.93061319986978,208.3378404889788,1.3559194746199315,209.7119903564453,0.0,0.0,0.0,0.0
2025-07-09,209.2924745188519,211.09043707809712,206.98509558510867,210.9006500244141,48749400,0.0,0.0,0.0,0.0,0.0,0.0,0.5380715910463962,210.12818908691406,209.77335466657365,1.3322612032537389,209.7719268798828,0.0,0.0,0.0,0.0
2025-07-10,210.27134950514616,213.237983779078,209.7918979255535,212.1692047119141,44443600,0.0,0.0,0.0,0.0,0.0,0.0,0.6014939675876629,210.94726053873697,210.8064684186663,1.1977606363815814,210.9006500244141,0.0,0.0,0.0,0.0
2025-07-11,210.3312962861296,211.88952536572023,209.6220944658076,210.92062377929688,39765800,0.0,0.0,0.0,0.0,0.0,0.0,-0.588483580504795,211.33015950520834,211.28307015555245,1.2021826154464201,212.1692047119141,0.0,0.0,0.0,0.0
2025-07-14,209.69201166358403,210.670911689046,207.3047216270235,208.3834991455078,38840100,0.0,0.0,0.0,0.0,0.0,0.0,-1.2028812490351148,210.4911092122396,210.73797389439173,0.9223462876432295,210.92062377929688,0.0,0.0,0.0,0.0
2025-07-15,208.9828312368767,211.64980271899068,208.6831682659836,208.8729553222656,42296300,0.0,0.0,0.0,0.0,0.0,0.0,0.23488240612372646,209.3923594156901,210.10440717424666,0.887681077190239,208.3834991455078,0.0,0.0,0.0,0.0
2025-07-16,210.0616088760869,212.1592191902425,208.40348697906973,209.92176818847656,47490500,0.0,0.0,0.0,0.0,0.0,0.0,0.502129567034082,209.05940755208334,210.1343754359654,0.6771045095828954,208.8729553222656,0.0,0.0,0.0,0.0
2025-07-17,210.3313009439948,211.5599023237274,209.35240091776063,209.78192138671875,48068100,0.0,0.0,0.0,0.0,0.0,0.0,-0.06661853268702389,209.52554829915366,210.13580322265625,0.6777714385833246,209.92176818847656,0.0,0.0,0.0,0.0
2025-07-18,210.63095139102305,211.54990664350103,209.46227954032304,210.9405975341797,48974600,0.0,0.0,0.0,0.0,0.0,0.0,0.5523241182089356,210.21476236979166,210.14151000976562,0.6796666946308078,209.78192138671875,0.0,0.0,0.0,0.0
2025-07-21,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400,0.0,0.0,0.0,0.0,0.0,0.0,0.6155870251616014,210.98721313476562,210.15149797712053,0.6817468559598553,210.9405975341797,0.0,0.0,0.0,0.0
2025-07-22,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100,0.0,0.0,0.0,0.0,0.0,0.0,0.9036182474420285,212.445556640625,210.61383056640625,0.6977131695491613,212.23912048339844,0.0,0.0,0.0,0.0
2025-07-23,214.7562690717056,214.90609293027532,212.1692088371252,213.9072265625,46989300,0.0,0.0,0.0,0.0,0.0,0.0,-0.11660856188711044,213.43443298339844,211.40293448311942,0.37444714145331565,214.15695190429688,0.0,0.0,0.0,0.0
2025-07-24,213.65751035981805,215.44548969662856,213.28793468034505,213.5176696777344,46022600,0.0,0.0,0.0,0.0,0.0,0.0,-0.18211487803652116,213.8606160481771,212.06646510532923,0.4295743044454626,213.9072265625,0.0,0.0,0.0,0.0
2025-07-25,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460932,40268800,0.0,0.0,0.0,0.0,0.0,0.0,0.05614197975083446,213.6874796549479,212.5972900390625,0.4303491170430446,213.5176696777344,0.0,0.0,0.0,0.0
2025-07-28,213.78737619229813,214.6064539631857,212.81847455673216,213.807357788086,37858000,0.0,0.0,0.0,0.0,0.0,0.0,0.07948746335075807,213.65419006347656,213.17235238211495,0.41562506214963374,213.63754272460932,0.0,0.0,0.0,0.0
2025-07-29,213.93719187335407,214.5664825639156,210.58101550100253,211.030502319336,51411700,0.0,0.0,0.0,0.0,0.0,0.0,-1.2987651582609505,212.82513427734375,213.18519592285156,0.6997652018660656,213.807357788086,0.0,0.0,0.0,0.0
2025-07-30,211.65977882345743,212.14922883427732,207.484524690738,208.81301879882807,45512500,0.0,0.0,0.0,0.0,0.0,0.0,-1.050788154383664,211.21695963541666,212.6957528250558,0.740928772986767,211.030502319336,0.0,0.0,0.0,0.0
