Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sentiment_score_mean,positive_count,neutral_count,negative_count,Daily_Return,MA_3,MA_7,Volatility_7,Lag_1_Close,Lag_1_Sentiment,Sentiment_MA_3,Sentiment_MA_7,Sentiment_Volatility_3
2025-04-25,261.69000244140625,286.8500061035156,259.6300048828125,284.95001220703125,167560700,0.0,0.0,0.0,0.0,0.0,0.0,9.803091011549903,265.0666758219401,249.08428955078125,5.677828847525566,259.510009765625,0.0,0.0,0.0,0.0
2025-04-28,288.9800109863281,294.8599853515625,272.4200134277344,285.8800048828125,151731800,0.0,0.0,0.0,0.0,0.0,0.0,0.32637046356942534,276.78000895182294,255.41714695521765,4.938108111128943,284.95001220703125,0.0,0.0,0.0,0.0
2025-04-29,285.5,293.32000732421875,279.4700012207031,292.0299987792969,108906600,0.0,0.0,0.0,0.0,0.0,0.0,2.1512501019458785,287.62000528971356,262.65429033551897,4.811800628550182,285.8800048828125,0.0,0.0,0.0,0.0
2025-04-30,279.8999938964844,284.45001220703125,270.7799987792969,282.1600036621094,128961100,0.0,0.0,0.0,0.0,0.0,0.0,-3.3797880897321053,286.69000244140625,270.46286228724887,4.143250991565962,292.0299987792969,0.0,0.0,0.0,0.0
2025-05-01,280.010009765625,290.8699951171875,279.8099975585937,280.5199890136719,99659000,0.0,0.0,0.0,0.0,0.0,0.0,-0.5812356915055328,284.90333048502606,276.54143197195873,4.309748479672667,282.1600036621094,0.0,0.0,0.0,0.0
2025-05-02,284.8999938964844,294.7799987792969,279.8099975585937,287.2099914550781,114454700,0.0,0.0,0.0,0.0,0.0,0.0,2.3848576584252656,283.2966613769531,281.75142996651783,4.117083630321665,280.5199890136719,0.0,0.0,0.0,0.0
2025-05-05,284.57000732421875,284.8500061035156,274.3999938964844,280.260009765625,94618900,0.0,0.0,0.0,0.0,0.0,0.0,-2.4198258752220814,282.663330078125,284.71571568080356,4.365273346515816,287.2099914550781,0.0,0.0,0.0,0.0
2025-05-06,273.1099853515625,277.7300109863281,271.3500061035156,275.3500061035156,76715800,0.0,0.0,0.0,0.0,0.0,0.0,-1.7519458684867262,280.94000244140625,283.3442862374442,2.220351367749495,280.260009765625,0.0,0.0,0.0,0.0
2025-05-07,276.8800048828125,277.9200134277344,271.0,276.2200012207031,71592600,0.0,0.0,0.0,0.0,0.0,0.0,0.3159597232260225,277.27667236328125,281.9642857142857,2.2197346317245783,275.3500061035156,0.0,0.0,0.0,0.0
2025-05-08,279.6300048828125,289.79998779296875,279.4100036621094,284.82000732421875,97539400,0.0,0.0,0.0,0.0,0.0,0.0,3.1134624811778533,278.7966715494792,280.93428693498885,2.4289493124920005,276.2200012207031,0.0,0.0,0.0,0.0
2025-05-09,290.2099914550781,307.0400085449219,290.0,298.260009765625,132387800,0.0,0.0,0.0,0.0,0.0,0.0,4.718770485146129,286.43333943684894,283.23428780691967,2.6532315891308182,284.82000732421875,0.0,0.0,0.0,0.0
2025-05-12,321.989990234375,322.2099914550781,311.5,318.3800048828125,112826700,0.0,0.0,0.0,0.0,0.0,0.0,6.745790403815088,300.48667399088544,288.64286150251115,3.357484181242038,298.260009765625,0.0,0.0,0.0,0.0
2025-05-13,320.0,337.5899963378906,316.79998779296875,334.07000732421875,136992600,0.0,0.0,0.0,0.0,0.0,0.0,4.928074062685361,316.90334065755206,295.337149483817,3.5540245499044825,318.3800048828125,0.0,0.0,0.0,0.0
2025-05-14,342.5,350.0,337.0,347.67999267578125,136997300,0.0,0.0,0.0,0.0,0.0,0.0,4.073991993646375,333.3766682942708,304.9685756138393,2.9287934249763397,334.07000732421875,0.0,0.0,0.0,0.0
2025-05-15,340.3399963378906,346.1400146484375,334.7200012207031,342.82000732421875,97882600,0.0,0.0,0.0,0.0,0.0,0.0,-1.3978329078298546,341.52333577473956,314.6071472167969,2.831173543265266,347.67999267578125,0.0,0.0,0.0,0.0
2025-05-16,346.239990234375,351.6199951171875,342.3299865722656,349.9800109863281,95895700,0.0,0.0,0.0,0.0,0.0,0.0,2.08856061756566,346.82667032877606,325.14429146902904,2.59846926780264,342.82000732421875,0.0,0.0,0.0,0.0
2025-05-19,336.29998779296875,343.0,333.3699951171875,342.0899963378906,88869900,0.0,0.0,0.0,0.0,0.0,0.0,-2.2544186527114873,344.9633382161458,333.32571847098217,3.391370861084821,349.9800109863281,0.0,0.0,0.0,0.0
2025-05-20,347.8699951171875,354.989990234375,341.6300048828125,343.82000732421875,131715500,0.0,0.0,0.0,0.0,0.0,0.0,0.5057180873010214,345.2966715494792,339.83428955078125,3.3470301184232576,342.0899963378906,0.0,0.0,0.0,0.0
2025-05-21,344.42999267578125,347.3500061035156,332.20001220703125,334.6199951171875,102354800,0.0,0.0,0.0,0.0,0.0,0.0,-2.6758222357769146,340.1766662597656,342.154288155692,3.047747030430929,343.82000732421875,0.0,0.0,0.0,0.0
2025-05-22,331.8999938964844,347.2699890136719,331.3900146484375,341.0400085449219,97113400,0.0,0.0,0.0,0.0,0.0,0.0,1.9185982671137136,339.82667032877606,343.1500026157924,2.528627818780976,334.6199951171875,0.0,0.0,0.0,0.0
2025-05-23,337.9200134277344,343.17999267578125,333.2099914550781,339.3399963378906,84654800,0.0,0.0,0.0,0.0,0.0,0.0,-0.49847881903489766,338.3333333333333,341.9585745675223,1.9139389472749169,341.0400085449219,0.0,0.0,0.0,0.0
2025-05-27,347.3500061035156,363.7900085449219,347.32000732421875,362.8900146484375,120146400,0.0,0.0,0.0,0.0,0.0,0.0,6.939947711644767,347.7566731770833,344.82571847098217,3.2600709617544226,339.3399963378906,0.0,0.0,0.0,0.0
2025-05-28,364.8399963378906,365.0,355.9100036621094,356.8999938964844,91404300,0.0,0.0,0.0,0.0,0.0,0.0,-1.6506435862546853,353.0433349609375,345.8142874581473,3.330899610971093,362.8900146484375,0.0,0.0,0.0,0.0
2025-05-29,365.2900085449219,367.7099914550781,356.0,358.42999267578125,88087800,0.0,0.0,0.0,0.0,0.0,0.0,0.42869117552875036,359.4066670735677,348.14857264927457,3.132907990455381,356.8999938964844,0.0,0.0,0.0,0.0
2025-05-30,355.5199890136719,363.6799926757813,345.2900085449219,346.4599914550781,123474900,0.0,0.0,0.0,0.0,0.0,0.0,-3.3395646193957407,353.92999267578125,348.5257132393973,3.4912609363069604,358.42999267578125,0.0,0.0,0.0,0.0
2025-06-02,343.5,348.0199890136719,333.3299865722656,342.69000244140625,81873800,0.0,0.0,0.0,0.0,0.0,0.0,-1.088145559849063,349.1933288574219,349.67857142857144,3.323854620880728,346.4599914550781,0.0,0.0,0.0,0.0
2025-06-03,346.6000061035156,355.3999938964844,343.0400085449219,344.2699890136719,99324500,0.0,0.0,0.0,0.0,0.0,0.0,0.46105417753929956,344.47332763671875,350.13999720982144,3.2569116826806592,342.69000244140625,0.0,0.0,0.0,0.0
2025-06-04,345.1000061035156,345.6000061035156,327.3299865722656,332.04998779296875,98912100,0.0,0.0,0.0,0.0,0.0,0.0,-3.5495400733921767,339.6699930826823,349.0985674176897,3.5533528912325933,344.2699890136719,0.0,0.0,0.0,0.0
2025-06-05,322.489990234375,324.54998779296875,273.2099914550781,284.70001220703125,287499800,0.0,0.0,0.0,0.0,0.0,0.0,-14.259893789082124,320.3399963378906,337.9285670689174,5.09645245038431,332.04998779296875,0.0,0.0,0.0,0.0
2025-06-06,298.8299865722656,305.5,291.1400146484375,295.1400146484375,164747700,0.0,0.0,0.0,0.0,0.0,0.0,3.6670186138995975,303.9633382161458,329.105712890625,5.736831040098469,284.70001220703125,0.0,0.0,0.0,0.0
2025-06-09,285.9599914550781,309.8299865722656,281.8500061035156,308.5799865722656,140908900,0.0,0.0,0.0,0.0,0.0,0.0,4.553761352840424,296.14000447591144,321.9842834472656,6.277305786920684,295.1400146484375,0.0,0.0,0.0,0.0
2025-06-10,314.94000244140625,327.8299865722656,310.6700134277344,326.0899963378906,151256500,0.0,0.0,0.0,0.0,0.0,0.0,5.674382827003055,309.93666585286456,319.0742841448103,6.8407668176251715,308.5799865722656,0.0,0.0,0.0,0.0
2025-06-11,334.3999938964844,335.5,322.5,326.42999267578125,122611400,0.0,0.0,0.0,0.0,0.0,0.0,0.10426457165473302,320.3666585286458,316.75142560686385,6.842848145352165,326.0899963378906,0.0,0.0,0.0,0.0
2025-06-12,323.0799865722656,332.5599975585937,316.8599853515625,319.1099853515625,105127500,0.0,0.0,0.0,0.0,0.0,0.0,-2.242443246166159,323.8766581217448,313.15713936941967,6.857264431212948,326.42999267578125,0.0,0.0,0.0,0.0
2025-06-13,313.9700012207031,332.989990234375,313.29998779296875,325.3099975585937,128964300,0.0,0.0,0.0,0.0,0.0,0.0,1.9429076154419578,323.6166585286458,312.1942836216518,6.812934656509561,319.1099853515625,0.0,0.0,0.0,0.0
2025-06-16,331.2900085449219,332.04998779296875,326.4100036621094,329.1300048828125,83925900,0.0,0.0,0.0,0.0,0.0,0.0,1.1742668079331775,324.51666259765625,318.5414254324777,2.737693825253958,325.3099975585937,0.0,0.0,0.0,0.0
2025-06-17,326.0899963378906,327.260009765625,314.739990234375,316.3500061035156,88282700,0.0,0.0,0.0,0.0,0.0,0.0,-3.8829637497946212,323.59666951497394,321.57142421177457,3.4288632838727167,329.1300048828125,0.0,0.0,0.0,0.0
2025-06-18,317.3099975585937,329.32000732421875,315.45001220703125,322.04998779296875,95137700,0.0,0.0,0.0,0.0,0.0,0.0,1.80179597897272,322.50999959309894,323.49571010044644,3.101861471497368,316.3500061035156,0.0,0.0,0.0,0.0
2025-06-20,327.95001220703125,332.3599853515625,317.7799987792969,322.1600036621094,108688000,0.0,0.0,0.0,0.0,0.0,0.0,0.03416111576173275,320.18666585286456,322.9342825753348,2.1739100315540023,322.04998779296875,0.0,0.0,0.0,0.0
2025-06-23,327.5400085449219,357.5400085449219,327.4800109863281,348.67999267578125,190716800,0.0,0.0,0.0,0.0,0.0,0.0,8.231930938729072,330.9633280436198,326.11285400390625,3.8546996235436475,322.1600036621094,0.0,0.0,0.0,0.0
2025-06-24,356.1700134277344,356.260009765625,340.44000244140625,340.4700012207031,114736200,0.0,0.0,0.0,0.0,0.0,0.0,-2.3545920693855638,337.10333251953125,329.1642848423549,3.8706635869427544,348.67999267578125,0.0,0.0,0.0,0.0
2025-06-25,342.70001220703125,343.0,320.3999938964844,327.54998779296875,119845100,0.0,0.0,0.0,0.0,0.0,0.0,-3.7947582404945,338.8999938964844,329.4842834472656,4.226973396034071,340.4700012207031,0.0,0.0,0.0,0.0
2025-06-26,324.6099853515625,331.04998779296875,323.6099853515625,325.7799987792969,80440900,0.0,0.0,0.0,0.0,0.0,0.0,-0.5403721812350049,331.26666259765625,329.0057111467634,4.208911640243667,327.54998779296875,0.0,0.0,0.0,0.0
2025-06-27,324.510009765625,329.3399963378906,317.5,323.6300048828125,89067000,0.0,0.0,0.0,0.0,0.0,0.0,-0.6599526995335614,325.65333048502606,330.0457109723772,3.886485782447873,325.7799987792969,0.0,0.0,0.0,0.0
2025-06-30,319.8999938964844,325.5799865722656,316.6000061035156,317.6600036621094,76695100,0.0,0.0,0.0,0.0,0.0,0.0,-1.8446995428822777,322.35666910807294,329.4185703822545,3.9097634773895575,323.6300048828125,0.0,0.0,0.0,0.0
2025-07-01,298.4599914550781,305.8900146484375,293.2099914550781,300.7099914550781,145085700,0.0,0.0,0.0,0.0,0.0,0.0,-5.335897504131726,314.0,326.35428292410717,4.371197860310167,317.6600036621094,0.0,0.0,0.0,0.0
